광역시도,기초지자체,아프리카 국가,아프리카 지자체,교류연도,교류유형,주요내용
강원도,본청,에티오피아,,2018,행정 인적교류,강원도  강원도형 지역개발 활성화 역량강화 국제연수 실시
강원도,본청,튀니지,,2018,행정 인적교류,강원도  강원도형 지역개발 활성화 역량강화 국제연수 실시
강원도,춘천시,에티오피아,아디스아바바시,2018,행정 인적교류,아디스아바바시 연수단  여성 및 아동정책 분야 우수사례 연수차 춘천시 방문
강원도,춘천시,에티오피아,오로미아주,2017,행정 인적교류,에티오피아 오로미아주 대표단이 춘천시 방문
강원도,춘천시,에티오피아,,2016,행정 인적교류,에티오피아 자문장관 춘천시 공간정보시스템 견학
강원도,춘천시,에티오피아,아디스아바바시,2016,행정 인적교류,춘천시  아디스아바바시 연수단 대상 행정 연수 실시
강원도,본청,튀니지,,2015,행정 인적교류,튀니지 국토개발부 특사(차관급)  강원도 방문
강원도,춘천시,에티오피아,아디스아바바시,2015,행정 인적교류,에티오피아 물라투 대통령 일행  춘천시 방문
강원도,춘천시,에티오피아,아디스아바바시,2013,문화 예술교류,춘천에서 에티오피아 수교 50주년 기념 평화대행진 행사 개최
강원도,본청,세네갈,,2012,행정 인적교류,세네갈 관개 및 농업용 수자원개발 연수단  강원도청 방문
강원도,본청,탄자니아,모로고로시,2012,기술 학술 정보교류,탄자니아 모로고로 농촌종합개발과정 연수단  강원도청 방문
강원도,본청,가나,,2012,행정 인적교류,고위급 공무원들로 구성된 아프리카 다국가 과정 연수단이 도청 방문
강원도,본청,나이지리아,,2012,행정 인적교류,고위급 공무원들로 구성된 아프리카 다국가 과정 연수단이 도청 방문
강원도,본청,에티오피아,,2012,행정 인적교류,고위급 공무원들로 구성된 아프리카 다국가 과정 연수단이 도청 방문
강원도,본청,케냐,,2012,행정 인적교류,고위급 공무원들로 구성된 아프리카 다국가 과정 연수단이 도청 방문
강원도,본청,탄자니아,,2012,행정 인적교류,고위급 공무원들로 구성된 아프리카 다국가 과정 연수단이 도청 방문
강원도,춘천시,에티오피아,아디스아바바시,2009,행정 인적교류,아디스아바바시 쿠마 데메크사 시장 일행  강원 춘천 방문
강원도,화천군,에티오피아,,2009,행정 인적교류,6 25참전 에티오피아 용사 후손 장학 사업
강원도,춘천시,에티오피아,아디스아바바시,2007,상징사업,춘천시에 에티오피아 한국전 참전 기념관 건립
강원도,춘천시,에티오피아,아디스아바바시,2006,스포츠교류,에피오피아의 태권도 대표팀  춘천시청 대표팀과 전지훈련 실시
강원도,춘천시,에티오피아,아디스아바바시,2005,기타,춘천시  에티오피아 아디스아바바시에 중고 소방구급차 22대 기증
강원도,춘천시,에티오피아,아디스아바바시,2004,기타,춘천시  중고 컴퓨터 200대(1차 지원분)를 아디스아바바시에 기증
강원도,춘천시,에티오피아,아디스아바바시,2004,협약체결,춘천시_에티오피아 아디스아바바 간 자매결연 체결
강원도,본청,남아프리카공화국,음푸말랑가주,2000,협약체결,강원도_남아공 음푸말랑가주 우호교류 협정 체결
충청북도,본청,나이지리아,,2018,기술 학술 정보교류,충북  2018 충주세계소방관경기대회 개최
충청북도,본청,마다가스카르,,2018,기술 학술 정보교류,충북  2018 충주세계소방관경기대회 개최
충청북도,본청,마다가스카르,,2017,협약체결,충북  마다가스카르 공중보건부와 천연물 산업교류 상호이익을 위한 양해각서(MOU) 체결
충청북도,본청,이집트,,2017,경제통상교류,충북  이집트에 무역사절단 파견
충청북도,본청,마다가스카르,,2016,행정 인적교류,마다가스카르 인구사회부장관이 2016 청주세계무예마스터십 개회식 참석차 청주 방문
충청남도,본청,탄자니아,,2022,행정 인적교류,탄자니아와 국제 교류 증진 도모
충청남도,아산시,우간다,,2018,행정 인적교류,아산시  농업공무원 14명 대상 농업개발과정 연수 사업 실시
충청남도,아산시,모잠비크,,2018,행정 인적교류,아산시  농업공무원 14명 대상 농업개발과정 연수 사업 실시
충청남도,아산시,세네갈,,2018,행정 인적교류,아산시  농업공무원 14명 대상 농업개발과정 연수 사업 실시
충청남도,아산시,케냐,,2018,행정 인적교류,아산시  농업공무원 14명 대상 농업개발과정 연수 사업 실시
충청남도,아산시,토고,,2018,행정 인적교류,아산시  농업공무원 14명 대상 농업개발과정 연수 사업 실시
충청남도,천안시,짐바브웨,하라레시,2018,행정 인적교류,이필영 천안부시장  하라레시 등 국제교류도시 방문
충청남도,천안시,짐바브웨,하라레시,2016,협약체결,천안시_짐바브웨 하라레시 우호협력 도시 협정 체결
충청남도,본청,남아프리카공화국,이스턴케이프주,2015,협약체결,충남_남아공 이스턴케이프주와 우호교류의향서(LOI) 체결
충청남도,천안시,짐바브웨,하라레시,2015,행정 인적교류,천안시 방문단  짐바브웨 하라레시 방문하여 다양한 분야 교류협력 방안 협의
충청남도,본청,나이지리아,,2014,경제통상교류,충남  케냐  남아프리카공화국  나이지리아 3개 지역에 무역사절단 파견
충청남도,본청,남아프리카공화국,,2014,경제통상교류,충남  케냐  남아프리카공화국  나이지리아 3개 지역에 무역사절단 파견
충청남도,본청,케냐,,2014,경제통상교류,충남  케냐  남아프리카공화국  나이지리아 3개 지역에 무역사절단 파견
충청남도,천안시,짐바브웨,하라레시,2014,행정 인적교류,천안시  짐바브웨 지자체 공무원 초청연수 실시
충청남도,천안시,짐바브웨,하라레시,2013,행정 인적교류,천안시 방문단  하라레시 방문
충청남도,본청,남아프리카공화국,이스턴케이프주,2013,행정 인적교류,충남  남아공 이스턴케이프주 공무원 대상 초청연수 실시
충청남도,본청,남아프리카공화국,이스턴케이프주,2013,행정 인적교류,충청남도와 남아프리카공화국 이스턴 케이프주 간 교류 협의회 개최
충청남도,본청,남아프리카공화국,노스웨스트주,2011,행정 인적교류,남아공 노스웨스트주 부족장 일행  충남 방문
충청남도,아산시,탄자니아,무완자시,2007,협약체결,아산시_탄자니아 무완자시 우호교류협정서 체결
전라북도,본청,모로코,,2023,기술 학술 정보교류,아프리카 모로코에 새만금 한글학당 문 열었다
전라북도,본청,우간다,,2019,협약체결,전북도의회_우간다 테소국회의원회  우호교류의향서 체결
전라북도,익산시,시에라리온,,2019,행정 인적교류,주한시에라리온대사  전북 익산시와 자매결연 협의
전라북도,완주군,탄자니아,,2018,행정 인적교류,탄자니아 공무원 10명  완주군 방문하여 완주군 청사 및 시설 견학
전라북도,본청,탄자니아,,2017,문화 예술교류,2023 잼버리 유치단 일행  탄자니아에서 열린 아프리카 스카우트 데이에 참여
전라북도,본청,가나,,2016,행정 인적교류,전라북도  2023 세계잼버리대회 유치 위해 가나  케냐 방문
전라북도,본청,케냐,,2016,행정 인적교류,전라북도  2023 세계잼버리대회 유치 위해 가나  케냐 방문
전라북도,본청,케냐,,2014,협약체결,전라북도_케냐 골드락 인터네셔널 간 투자양해각서(MOU) 체결
전라북도,본청,리비아,,2007,경제통상교류,전북도  리비아에 341천 달러 규모의 농식품 수출
전라남도,화순시,르완다,,2020,기타,화순교육지원청  아프리카 르완다 책걸상 후원
전라남도,담양군,남수단,,2020,기타,담양군  아프리카 어린이 희망티셔츠 전달
전라남도,본청,르완다,,2018,기술 학술 정보교류,전라남도 농업기술원  코이카 ODA사업으로 친환경 농업기술과 현장교육 진행
전라남도,본청,이집트,,2018,기술 학술 정보교류,전라남도 농업기술원  코이카 ODA사업으로 친환경 농업기술과 현장교육 진행
전라남도,본청,콩고공화국,,2018,기술 학술 정보교류,전라남도 농업기술원  코이카 ODA사업으로 친환경 농업기술과 현장교육 진행
전라남도,본청,모로코,,2010,행정 인적교류,박준영 도지사와 라티파 아카르바슈 모로코 국무장관 면담
경상북도,본청,에티오피아,,2023,기타,경북교육청  따뜻한 경북_R컴퓨터 개발도상국 나눔 협약식 개최
경상북도,본청,중앙아프리카공화국,,2023,기타,경북교육청  따뜻한 경북_R컴퓨터 개발도상국 나눔 협약식 개최
경상북도,본청,중앙아프리카공화국,,2022,행정 인적교류,이철우 도지사  중앙아프리카공화국 대통령 면담 협력논의
경상북도,칠곡군,에티오피아,,2020,기타,칠곡군  주한 에티오피아 대사관에 보훈 마스크 3만장 전달
경상북도,칠곡군,에티오피아,,2020,기타,칠곡교육청  에티오피아 참전용사에 마스크 손편지 전달
경상북도,칠곡군,에티오피아,,2020,기타,칠곡군  에티오피아와 코로나 극복 응원 편지 외교
경상북도,칠곡군,에티오피아,,2019,행정 인적교류,칠곡군수  에티오피아 총리 노벨평화상 수상 축하 연회 참석
경상북도,본청,남아프리카공화국,노스웨스트주,2019,행정 인적교류,경북도지사  남아공 노스웨스트주지사와 교류협력 방안 논의
경상북도,본청,나이지리아,,2019,협약체결,경북도  단코테 그룹과 업무협약 체결
경상북도,경주시,시에라리온,,2019,행정 인적교류,주한시에라리온대사_경주시장 교류협력 논의차 접견
경상북도,본청,잠비아,,2019,기술 학술 정보교류,주한 잠비아 대사  새마을운동 전수 요청위해 경북도 방문
경상북도,칠곡군,에티오피아,,2019,협약체결,칠곡군_주한 에티오피아대사관  문화 관광 보훈 업무협약 체결
경상북도,칠곡군,에티오피아,,2019,기타,칠곡군  에티오피아 칠곡평화마을 어린이 장난감 마련행사 개최
경상북도,본청,카메룬,,2019,기술 학술 정보교류,아프리카 4개국 지역지도자  경북도청 방문하여 새마을 운동 소개 청취
경상북도,본청,코트디부아르,,2019,기술 학술 정보교류,아프리카 4개국 지역지도자  경북도청 방문하여 새마을 운동 소개 청취
경상북도,본청,콩고민주공화국,,2019,기술 학술 정보교류,아프리카 4개국 지역지도자  경북도청 방문하여 새마을 운동 소개 청취
경상북도,본청,세네갈,,2019,기술 학술 정보교류,아프리카 4개국 지역지도자  경북도청 방문하여 새마을 운동 소개 청취
경상북도,본청,나이지리아,,2019,기술 학술 정보교류,경북도  단코테 그룹 빈곤퇴치 프로젝트 지원 협의
경상북도,본청,토고,,2019,협약체결,경북도  토고와 새마을운동 보급 협약 체결
경상북도,본청,토고,,2018,행정 인적교류,경북  토고 연수단 15명 대상 농업기술 연수 진행
경상북도,본청,나이지리아,,2018,기술 학술 정보교류,경상북도  나이지리아에 빈곤퇴치를 위한 식량증산 프로젝트 참여
경상북도,본청,토고,,2018,행정 인적교류,토고 농업가축수자원부 차관 일행  새마을 운동 보급방안 논의차 경북도청 방문
경상북도,본청,케냐,,2018,행정 인적교류,케냐 대표단  경상북도 선진 지방행정 벤치마킹을 목적으로 방문
경상북도,본청,토고,,2018,행정 인적교류,토고 농업가축수자원부 차관 일행  새마을 세계화사업 지원 요청 위해 경북도청 방문
경상북도,경산시,탄자니아,,2018,행정 인적교류,탄자니아 셍게레마시 메튜 시장  우호교류 제의 위해 경산시 방문
경상북도,칠곡군,에티오피아,티그리아주,2017,기타,칠곡군  에티오피아 티그라이주 아라토 마을회관 준공식
경상북도,칠곡군,에티오피아,티그리아주,2017,협약체결,칠곡군  에티오피아 티그라이주 지역개발 업무협약 체결
경상북도,본청,남아프리카공화국,,2017,행정 인적교류,경상북도  주한남아공대사와 경제 교류 확대방안에 대해 면담
경상북도,김천시,에티오피아,오로미아주,2017,행정 인적교류,에티오피아 오로미아주 시장단  김천시 방문
경상북도,포항시,에티오피아,아다마시,2017,기타,에티오피아 아다마시 시장이 포항시와 교류협력을 희망하는 친서 전달
경상북도,칠곡군,에티오피아,,2017,기타,칠곡군  에티오피아 사례로 지방자치 정책 대상 수상
경상북도,본청,앙골라,,2016,행정 인적교류,경상북도  앙골라와 새마을운동전수 등 협력방안 논의
경상북도,칠곡군,에티오피아,,2016,기술 학술 정보교류,칠곡군  에티오피아에 새마을 시범마을 조성
경상북도,구미시,세네갈,,2016,행정 인적교류,마마두 은자이 주한 세네갈 대사 구미방문
경상북도,본청,세네갈,,2016,기술 학술 정보교류,세네갈 새마을 청년리더 농업기술원에서 연수
경상북도,본청,세네갈,,2015,협약체결,새마을 운동 협력 MOU 체결
경상북도,본청,에티오피아,,2012,행정 인적교류,김관용 경북도지사가 에티오피아 새마을 세계화사업 현장 방문
경상북도,포항시,마다가스카르,,2011,행정 인적교류,마다가스카르 문화관광부장관이 포항시 방문하여 경제·문화 교류 논의
경상북도,경주시,마다가스카르,,2011,경제통상교류,경주시  마다가스카르에 시장개척단 파견
경상북도,본청,남아프리카공화국,,2011,행정 인적교류,힐튼 앤서니 데니스 전 주한남아공대사  경상북도 방문
경상북도,본청,에티오피아,,2010,행정 인적교류,경상북도  에티오피아에 새마을 마을리더 봉사단 파견
경상북도,본청,에티오피아,,2010,행정 인적교류,경상북도  에티오피아에 새마을 마을리더 봉사단 파견
경상북도,본청,에티오피아,,2010,행정 인적교류,경상북도  에티오피아에 새마을 마을리더 봉사단 파견
경상북도,본청,남아프리카공화국,노스웨스트주,1998,협약체결,경상북도  남아공 노스웨스트주 자매결연 체결
경상남도,본청,탄자니아,다르에스살람주,2021,기술 학술 정보교류,경남 영농기술  탄자니아 농촌여성지도자 양성
경상남도,본청,탄자니아,,2019,경제통상교류,2019 경남 아프리카 종합 무역사절단 파견
경상남도,본청,남아프리카공화국,,2019,경제통상교류,2019 경남 아프리카 종합 무역사절단 파견
경상남도,김해시,잠비아,,2019,관광교류,김해시  가야의 문화  분청도자  예술의 탐방’ 팸투어 개최
경상남도,본청,탄자니아,다르에스살람주,2019,기술 학술 정보교류,경남  농촌지도공무원 15명 대상 농업전문가 양성사업 실시
경상남도,본청,나이지리아,,2018,경제통상교류,2018 경남 아프리카 종합 무역사절단 파견
경상남도,본청,에티오피아,,2018,행정 인적교류,주한에티오피아 대사  경제협력 논의차 경상남도 방문
경상남도,본청,탄자니아,다르에스살람주,2018,경제통상교류,2018 경남 아프리카 종합 무역사절단 파견
경상남도,본청,탄자니아,다르에스살람주,2018,기술 학술 정보교류,경상남도  농촌지도공무원 15명 대상 농업전문가 양성사업 실시
경상남도,창원시,남아프리카공화국,,2018,경제통상교류,창원시  남아공에 중견기업 9개사로 구성된 아프리카 무역사절단 파견
경상남도,본청,짐바브웨,,2018,기타,경남  아프리카 ODA 사업으로 2018년 국제협력 우수사례 기관표창 수상
경상남도,본청,탄자니아,,2018,기타,경남  아프리카 ODA 사업으로 2018년 국제협력 우수사례 기관표창 수상
경상남도,본청,남아프리카공화국,,2017,경제통상교류,경상남도  남아공  탄자니아에 무역사절단 파견
경상남도,본청,탄자니아,다르에스살람주,2017,행정 인적교류,경상남도  농업기술 전수 및 교육정책 개발을 위한 연수 실시
경상남도,본청,탄자니아,다르에스살람주,2017,경제통상교류,2017 경남 아프리카 종합 무역사절단 파견
경상남도,본청,남아프리카공화국,,2016,경제통상교류,경상남도  남아공  탄자니아에 무역사절단 파견
경상남도,본청,탄자니아,다르에스살람주,2016,경제통상교류,2016 경남 아프리카 종합 무역사절단 파견
경상남도,본청,남아프리카공화국,,2016,경제통상교류,경상남도  남아공  탄자니아에 무역사절단 파견
경상남도,본청,짐바브웨,중앙마쇼날랜드주,2015,기타,경남  짐바브웨 중앙마쇼날랜드주 보건의료인력 10명 초청연수
경상남도,본청,남아프리카공화국,,2015,경제통상교류,경상남도  남아공  인도에 무역사절단 파견
경상남도,본청,탄자니아,다르에스살람주,2015,협약체결,경남도  탄자니아 다르에스살람주와 우호교류협정 체결
경상남도,본청,짐바브웨,중앙마쇼날랜드주,2014,협약체결,짐바브웨 중앙마쇼날랜드주와 우호 교류협정 체결
경상남도,본청,짐바브웨,중앙마쇼날랜드주,2014,행정 인적교류,경상남도 실무대표단  탄자니아 및 짐바브웨 방문
경상남도,본청,남아프리카공화국,,2014,경제통상교류,경상남도  남아공  케냐에 중소기업 시장개척단 파견
경상남도,본청,케냐,,2014,경제통상교류,경상남도  남아공  케냐에 중소기업 시장개척단 파견
경상남도,본청,짐바브웨,중앙마쇼날랜드주,2011,행정 인적교류,짐바브웨 농업부 공무원 6명 대상 농기계운용 및 수리과정 연수
경상남도,본청,리비아,,2009,경제통상교류,경상남도  모로코 및 리비아에 무역사절단 파견
경상남도,본청,모로코,,2009,경제통상교류,경상남도  모로코 및 리비아에 무역사절단 파견
제주특별자치도,본청,나이지리아,아부자시,2022,문화 예술교류,제주 해녀문화  세계가 주목하다
제주특별자치도,본청,탄자니아,,2022,관광교류,제주도_탄자니아  관광 문화 청색경제 교류 협력 강화
제주특별자치도,본청,모로코,,2019,관광교류,제주도  2019 글로벌 제주 만들기 프로젝트일환으로 주한대사 초청
제주특별자치도,본청,탄자니아,,2019,관광교류,제주도  2019 글로벌 제주 만들기 프로젝트일환으로 주한대사 초청
제주특별자치도,본청,시에라리온,,2019,관광교류,제주도  2019 글로벌 제주 만들기 프로젝트일환으로 주한대사 초청
제주특별자치도,본청,수단,,2019,관광교류,제주도  2019 글로벌 제주 만들기 프로젝트일환으로 주한대사 초청
제주특별자치도,본청,부룬디,,2019,기타,공적개발원조(ODA) 사업 시행 현황 점검차 부룬디 방문
제주특별자치도,본청,탄자니아,,2018,관광교류,제주도  2018 글로벌 제주 만들기 프로젝트일환으로 주한대사 초청
제주특별자치도,본청,튀니지,,2018,관광교류,제주도  2018 글로벌 제주 만들기 프로젝트일환으로 주한대사 초청
제주특별자치도,본청,이집트,,2018,관광교류,제주도  2018 글로벌 제주 만들기 프로젝트일환으로 주한대사 초청
제주특별자치도,본청,에티오피아,,2018,상징사업,제주국제평화센터에서 리멤버 강뉴 기획전시 개최
